uid,age,gender,hasUsedSources,hasUsedGoogle,level_it,level_physics_chemistry,level_medicine,level_climate_change
e66fa873-bbc2-4f43-9bad-9c41195dced5,18-24,weiblich,,Nein,1,2,2,2
